district,distname,campus,campname,type,alt_ed,charter,county,total,mobility,low_inc,lep,sped,rating,yrs_ir
'057905,DALLAS ISD,'057905198,MARTHA TURNER REILLY EL,E,N,N,DALLAS,581,19.6,79.2,47,8.4,Met Standard,
'057905,DALLAS ISD,'057905199,REINHARDT EL,E,N,N,DALLAS,565,12.7,82.5,53.1,8.5,Met Standard,
'057905,DALLAS ISD,'057905200,JOSEPH J RHOADS LEARNING CENTER,E,N,N,DALLAS,729,38.1,97.5,30.9,5.1,Met Standard,
'057905,DALLAS ISD,'057905201,CHARLES RICE LEARNING CENTER,E,N,N,DALLAS,511,27.3,95.9,6.5,6.3,Met Standard,
'057905,DALLAS ISD,'057905202,ORAN M ROBERTS EL,E,N,N,DALLAS,588,17,96.8,55.6,5.3,Met Standard,
'057905,DALLAS ISD,'057905203,DAN D ROGERS EL,E,N,N,DALLAS,503,22.4,74.4,59,10.1,Met Standard,
'057905,DALLAS ISD,'057905204,ROSEMONT EL,E,N,N,DALLAS,1022,6.8,67.5,33.6,6.5,Met Standard,
'057905,DALLAS ISD,'057905205,CLINTON P RUSSELL EL,E,N,N,DALLAS,732,13.9,89.8,62.7,4.5,Met Standard,
'057905,DALLAS ISD,'057905206,ALEX SANGER EL,E,N,N,DALLAS,506,14.7,76.1,44.9,5.9,Met Standard,
'057905,DALLAS ISD,'057905207,SAN JACINTO EL,E,N,N,DALLAS,482,17.2,95,62.7,6.4,Met Standard,
'057905,DALLAS ISD,'057905208,SEAGOVILLE EL,E,N,N,DALLAS,701,18.2,87.9,46.6,6,Met Standard,
'057905,DALLAS ISD,'057905209,ASCHER SILBERSTEIN EL,E,N,N,DALLAS,738,11.6,93.2,70.1,7.3,Met Standard,
'057905,DALLAS ISD,'057905210,LESLIE A STEMMONS EL,E,N,N,DALLAS,746,13.4,92.1,63,5.8,Met Standard,
'057905,DALLAS ISD,'057905211,STEVENS PARK EL,E,N,N,DALLAS,657,21.3,96.5,59.1,7.8,Met Standard,
'057905,DALLAS ISD,'057905212,HARRY STONE MONTESSORI ACADEMY (ES,E,N,N,DALLAS,351,3.2,51.9,15.1,0.6,Met Standard,
'057905,DALLAS ISD,'057905213,T G TERRY EL,E,N,N,DALLAS,423,18.2,96.2,45.2,4.5,Met Standard,
'057905,DALLAS ISD,'057905215,R L THORNTON EL,E,N,N,DALLAS,372,21.4,90.1,3.5,11.3,Met Standard,
'057905,DALLAS ISD,'057905216,EDWARD TITCHE EL,E,N,N,DALLAS,688,32.7,93.5,45.1,6.7,Met Standard,
'057905,DALLAS ISD,'057905217,WILLIAM B TRAVIS ACDMY/VNGRD FOR A,E,N,N,DALLAS,200,3.5,23,2,3,Met Standard,
'057905,DALLAS ISD,'057905218,GEORGE W TRUETT EL,E,N,N,DALLAS,1193,30.6,96.5,47.1,5.4,Met Standard,
'057905,DALLAS ISD,'057905219,ADELLE TURNER EL,E,N,N,DALLAS,292,19,83.9,3.8,9.6,Met Standard,
'057905,DALLAS ISD,'057905220,MARK TWAIN LEADERSHIP VANGUARD,E,N,N,DALLAS,299,29.3,94.3,25.4,14.4,Met Standard,
'057905,DALLAS ISD,'057905222,URBAN PARK EL,E,N,N,DALLAS,627,8.1,95.5,71,8.1,Met Standard,
'057905,DALLAS ISD,'057905224,WALNUT HILL EL,E,N,N,DALLAS,358,12.3,82.4,55.3,5.3,Met Standard,
'057905,DALLAS ISD,'057905225,DANIEL WEBSTER EL,E,N,N,DALLAS,530,34.3,93.8,35.8,11.3,Met Standard,
'057905,DALLAS ISD,'057905226,MARTIN WEISS EL,E,N,N,DALLAS,523,16,96.6,50.5,9.4,Met Standard,
'057905,DALLAS ISD,'057905228,SUDIE L WILLIAMS EL,E,N,N,DALLAS,215,13,91.2,63.7,20.9,Met Standard,
'057905,DALLAS ISD,'057905229,WINNETKA EL,E,N,N,DALLAS,820,6,92.7,58,3.8,Met Standard,
'057905,DALLAS ISD,'057905230,HARRY C WITHERS EL,E,N,N,DALLAS,420,7.3,53.6,36.7,9.5,Met Standard,
'057905,DALLAS ISD,'057905232,EDNA ROWE EL,E,N,N,DALLAS,501,17.1,92.2,47.3,8.6,Met Standard,
'057905,DALLAS ISD,'057905233,NATHAN ADAMS EL,E,N,N,DALLAS,506,14.2,92.9,63.8,4.7,Met Standard,
'057905,DALLAS ISD,'057905234,HENRY B GONZALEZ EL,E,N,N,DALLAS,657,9.4,93.2,71.2,3.7,Met Standard,
'057905,DALLAS ISD,'057905235,BIRDIE ALEXANDER EL,E,N,N,DALLAS,373,29.5,80.4,11.5,9.1,Met Standard,
'057905,DALLAS ISD,'057905236,NANCY J COCHRAN EL,E,N,N,DALLAS,529,29.9,95.8,47.3,7.9,Met Standard,
'057905,DALLAS ISD,'057905237,JOHN W RUNYON EL,E,N,N,DALLAS,609,21,91,50.1,7.6,Met Standard,
'057905,DALLAS ISD,'057905239,ARTURO SALAZAR EL,E,N,N,DALLAS,614,13.1,92.8,56.4,6.8,Met Standard,
'057905,DALLAS ISD,'057905240,FRANK GUZICK EL,E,N,N,DALLAS,658,35.3,95.3,40,6.8,Met Standard,
'057905,DALLAS ISD,'057905241,ELEMENTARY' DISCIPLINARY ALTERNATI,E,N,N,DALLAS,4,100,75,25,0,Not Rated,
'057905,DALLAS ISD,'057905244,SEAGOVILLE NORTH EL,E,N,N,DALLAS,775,18.5,88.1,54.7,8,Met Standard,
'057905,DALLAS ISD,'057905247,ADELFA BOTELLO CALLEJO EL,E,N,N,DALLAS,663,17.4,95.5,59.7,9.8,Met Standard,
'057905,DALLAS ISD,'057905250,WHITNEY M YOUNG JR EL,E,N,N,DALLAS,531,34.4,97.2,35.6,5.3,Met Standard,
'057905,DALLAS ISD,'057905260,LORENZO DE ZAVALA EL,E,N,N,DALLAS,409,16.5,97.1,65.5,7.3,Met Standard,
'057905,DALLAS ISD,'057905263,J P STARKS EL,E,N,N,DALLAS,312,30.5,98.7,16.3,3.8,Met Standard,
'057905,DALLAS ISD,'057905264,RONALD E MCNAIR EL,E,N,N,DALLAS,602,38.6,93,12,9,Met Standard,
'057905,DALLAS ISD,'057905265,ELADIO R MARTINEZ LEARNING CENTER,E,N,N,DALLAS,562,9.9,93.8,52.7,8.5,Met Standard,
'057905,DALLAS ISD,'057905266,FREDERICK DOUGLASS EL,E,N,N,DALLAS,481,25.7,92.5,32.6,9.4,Met Standard,
'057905,DALLAS ISD,'057905268,JOHN F KENNEDY LEARNING CENTER,E,N,N,DALLAS,326,17.5,96.9,66.6,10.7,Met Standard,
'057905,DALLAS ISD,'057905269,ONESIMO HERNANDEZ EL,E,N,N,DALLAS,322,49.6,96,30.4,9.3,Met Standard,
'057905,DALLAS ISD,'057905270,EDUARDO MATA EL,E,N,N,DALLAS,541,4.8,58.8,32.2,13.9,Met Standard,
'057905,DALLAS ISD,'057905271,JULIAN T SALDIVAR EL,E,N,N,DALLAS,724,18.1,96.5,83.1,5.1,Met Standard,
'057905,DALLAS ISD,'057905272,MARIA MORENO EL,E,N,N,DALLAS,445,14.2,89.2,58.7,11.7,Met Standard,
'057905,DALLAS ISD,'057905273,PLEASANT GROVE EL,E,N,N,DALLAS,555,17.5,96.8,54.1,6.5,Met Standard,
'057905,DALLAS ISD,'057905274,MARY MCLEOD BETHUNE EL,E,N,N,DALLAS,742,9.6,88.9,58.5,9.4,Met Standard,
'057905,DALLAS ISD,'057905275,LOUISE WOLFF KAHN EL,E,N,N,DALLAS,555,12.5,93.3,66.7,3.2,Met Standard,
'057905,DALLAS ISD,'057905276,GILBERT CUELLAR SR EL,E,N,N,DALLAS,722,19,88.2,57.1,10.4,Met Standard,
'057905,DALLAS ISD,'057905277,THOMAS TOLBERT EL,E,N,N,DALLAS,536,29.2,96.8,45.5,8.2,Met Standard,
'057905,DALLAS ISD,'057905278,LEONIDES GONZALEZ CIGARROA MD EL,E,N,N,DALLAS,562,18.8,97.9,87.9,6.4,Met Standard,
'057905,DALLAS ISD,'057905279,JERRY R JUNKINS EL,E,N,N,DALLAS,676,23.1,74,36.1,10.8,Met Standard,
'057905,DALLAS ISD,'057905280,ANNE FRANK EL,E,N,N,DALLAS,1145,20.9,75.3,61.2,6.6,Met Standard,
'057905,DALLAS ISD,'057905281,CESAR CHAVEZ LEARNING CENTER,E,N,N,DALLAS,470,23.1,96.2,44.7,13.6,Met Standard,
'057905,DALLAS ISD,'057905283,ESPERANZA MEDRANO EL,E,N,N,DALLAS,398,32.9,84.9,62.3,7.8,Met Standard,
'057905,DALLAS ISD,'057905284,HIGHLAND MEADOWS EL,E,N,N,DALLAS,760,25.6,96.2,57.8,7.2,Met Standard,
'057905,DALLAS ISD,'057905285,N W HARLLEE EARLY CHILDHOOD CENTER,E,N,N,DALLAS,206,,91.3,15.5,4.9,Met Standard,
'057905,DALLAS ISD,'057905286,LEE A MCSHAN JR EL,E,N,N,DALLAS,641,17.5,94.5,84.9,6.1,Met Standard,
'057905,DALLAS ISD,'057905287,CELESTINO MAURICIO SOTO JR EL,E,N,N,DALLAS,588,12.2,94.6,63.3,7.7,Met Standard,
'057905,DALLAS ISD,'057905289,FELIX G BOTELLO EL,E,N,N,DALLAS,559,15.6,93.7,68.9,7.5,Met Standard,
'057905,DALLAS ISD,'057905301,WILMER-HUTCHINS EL,E,N,N,DALLAS,919,18.1,82.8,46.7,7.1,Met Standard,
'057905,DALLAS ISD,'057905302,CALLIER CENTER PRE-SCHOOL DEAF (0-,E,N,N,DALLAS,1,,100,0,100,Not Rated,
'057905,DALLAS ISD,'057905303,THELMA ELIZABETH PAGE RICHARDSON E,E,N,N,DALLAS,701,11.2,93.3,57.8,4.6,Met Standard,
'057905,DALLAS ISD,'057905304,GEORGE HERBERT WALKER BUSH EL,E,N,N,DALLAS,670,23.8,81.3,43,7.2,Met Standard,
'057905,DALLAS ISD,'057905305,EBBY HALLIDAY EL,E,N,N,DALLAS,638,14.3,94,61.3,6.9,Met Standard,
'057905,DALLAS ISD,'057905306,SOLAR PREPARATORY SCHOOL FOR GIRLS,E,N,N,DALLAS,294,4.4,43.5,19,4.4,Met Standard,
'057905,DALLAS ISD,'057905352,YOUNG WOMEN'S STEAM ACADEMY AT BAL,M,N,N,DALLAS,1227,14.3,91.5,57.7,6.8,Met Standard,
'057905,DALLAS ISD,'057905353,ANN RICHARDS MIDDLE,M,N,N,DALLAS,1324,14.7,96.2,53.9,10.5,Met Standard,
'057905,DALLAS ISD,'057905354,KENNEDY-CURRY MIDDLE,M,N,N,DALLAS,743,26.1,83.2,29.5,11,Met Standard,
'057905,DALLAS ISD,'057905355,ALEX SANGER PREPARATORY MIDDLE,M,N,N,DALLAS,180,13,87.2,55.6,8.9,Met Standard,
'057905,DALLAS ISD,'057905356,IRMA RANGEL YOUNG WOMENS LEADERSHI,M,N,N,DALLAS,276,3.7,79.3,23.2,0.4,Met Standard,
'057905,DALLAS ISD,'057905357,BARACK OBAMA MALE LEADERSHIP ACA A,M,N,N,DALLAS,228,2.8,83.8,29.8,0.9,Met Standard,
'057905,DALLAS ISD,'057905359,ROSEMONT MIDDLE,M,N,N,DALLAS,196,1.5,87.2,73,2.6,Met Standard,
'057905,DALLAS ISD,'057905360,D A HULCY STEAM MIDDLE,M,N,N,DALLAS,532,7.2,80.5,38.2,7.3,Met Standard,
'057905,DALLAS ISD,'057905380,WILMER-HUTCHINS H S,S,N,N,DALLAS,857,22.5,78.9,22.6,13.8,Met Standard,
'057905,DALLAS ISD,'057905381,BARACK OBAMA MALE LEADERSHIP ACA A,S,N,N,DALLAS,167,2.7,82.6,1.2,1.2,Met Standard,
'057905,DALLAS ISD,'057905382,INNOVATION DESIGN ENTREPRENEURSHIP,S,N,N,DALLAS,263,8.8,89.4,25.9,10.6,Met Standard,
'057905,DALLAS ISD,'057905383,CITYLAB H S,S,N,N,DALLAS,80,,66.3,20,10,Met Standard,
'057905,DALLAS ISD,'057905389,JOHN LESLIE PATTON JR ACADEMIC CEN,S,Y,N,DALLAS,210,54.5,92.9,23.3,11,Improvement Required,1
'057906,DESOTO ISD,'057906001,DESOTO H S & ISTEAM3D,S,N,N,DALLAS,3253,19.2,65,2.5,11.2,Met Standard,
'057906,DESOTO ISD,'057906003,WINGS (WHERE I NOW GAIN SUCCESS),S,Y,N,DALLAS,95,88.2,48.4,0,16.8,Improvement Required,2
'057906,DESOTO ISD,'057906007,DALLAS COUNTY JJAEP DESOTO CAMPUS,S,N,N,DALLAS,1,100,100,0,0,Not Rated,
'057906,DESOTO ISD,'057906008,DESOTO ALTERNATIVE EDUCATION CENTE,B,N,N,DALLAS,42,100,76.2,0,9.5,Not Rated,
'057906,DESOTO ISD,'057906041,DESOTO EAST MIDDLE (ISTEAM),M,N,N,DALLAS,595,21,81.3,3,10.1,Met Standard,
'057906,DESOTO ISD,'057906042,DESOTO WEST MIDDLE (ISTEAM),M,N,N,DALLAS,673,17.4,69.7,3.4,12.3,Met Standard,
'057906,DESOTO ISD,'057906043,CURTISTENE S MCCOWAN MIDDLE (ISTEA,M,N,N,DALLAS,994,20.7,75.6,5.7,7.6,Met Standard,
'057906,DESOTO ISD,'057906102,RUBY YOUNG EL,E,N,N,DALLAS,572,19.2,69.2,6.6,6.8,Met Standard,
'057906,DESOTO ISD,'057906103,NORTHSIDE EL,E,N,N,DALLAS,426,23.4,84.3,4.5,12.9,Met Standard,
'057906,DESOTO ISD,'057906106,THE MEADOWS EL,E,N,N,DALLAS,450,21.3,80.9,6,11.1,Met Standard,
'057906,DESOTO ISD,'057906107,COCKRELL HILL EL,E,N,N,DALLAS,665,18.6,71.1,17.4,8.6,Met Standard,
'057906,DESOTO ISD,'057906108,FRANK D MOATES EL,E,N,N,DALLAS,768,23.2,82.2,22.8,5.3,Met Standard,
'057906,DESOTO ISD,'057906109,WOODRIDGE EL,E,N,N,DALLAS,696,21.1,72.8,6.2,4,Met Standard,
'057906,DESOTO ISD,'057906110,AMBER TERRACE DISCOVERY & DESIGN E,E,N,N,DALLAS,390,,94.1,15.4,9.7,Met Standard,
'057906,DESOTO ISD,'057906111,LITTLE EAGLES EARLY LEARNING CENTE,E,N,N,DALLAS,30,,93.3,0,0,Met Standard,
'057907,DUNCANVILLE ISD,'057907001,DUNCANVILLE H S,S,N,N,DALLAS,4267,15.6,68.7,8.7,7.9,Met Standard,
'057907,DUNCANVILLE ISD,'057907004,MARY E SMITHEY PACE H S,S,Y,N,DALLAS,106,84,57.5,8.5,0,Met Alternative Standard,
'057907,DUNCANVILLE ISD,'057907005,SUMMIT LEARNING CENTER,S,N,N,DALLAS,60,100,80,3.3,16.7,Not Rated,
'057907,DUNCANVILLE ISD,'057907007,P A S S LEARNING CTR,S,N,N,DALLAS,11,100,63.6,0,0,Not Rated,
'057907,DUNCANVILLE ISD,'057907041,J HERMAN REED MIDDLE,M,N,N,DALLAS,617,18.4,77,17,10.7,Met Standard,
'057907,DUNCANVILLE ISD,'057907042,WILLIAM H BYRD MIDDLE,M,N,N,DALLAS,690,12.2,70.7,12.3,7.8,Met Standard,
'057907,DUNCANVILLE ISD,'057907043,G W KENNEMER MIDDLE,M,N,N,DALLAS,723,13.3,72.9,14.4,7.5,Met Standard,
'057907,DUNCANVILLE ISD,'057907101,CENTRAL EL,E,N,N,DALLAS,468,16.3,88.5,47.2,6.2,Met Standard,
'057907,DUNCANVILLE ISD,'057907102,FAIRMEADOWS EL,E,N,N,DALLAS,482,11.9,86.3,45.2,8.5,Met Standard,
'057907,DUNCANVILLE ISD,'057907103,MERRIFIELD EL,E,N,N,DALLAS,494,25,85,20,5.3,Met Standard,
'057907,DUNCANVILLE ISD,'057907104,WILLIAM LEE HASTINGS EL,E,N,N,DALLAS,591,16.2,85.4,28.1,5.4,Improvement Required,1
'057907,DUNCANVILLE ISD,'057907105,S GUS ALEXANDER JR EL,E,N,N,DALLAS,440,15.3,79.5,24.5,8.6,Improvement Required,1
'057907,DUNCANVILLE ISD,'057907106,CLINT Q SMITH EL,E,N,N,DALLAS,355,13.7,78.9,7.9,7.6,Met Standard,
'057907,DUNCANVILLE ISD,'057907107,CHARLES ACTON EL,E,N,N,DALLAS,541,18.5,85.4,32.9,5.5,Improvement Required,1
'057907,DUNCANVILLE ISD,'057907108,H BOB DANIEL SR INT,M,N,N,DALLAS,719,14.3,74.4,16.1,7.1,Met Standard,
'057907,DUNCANVILLE ISD,'057907109,GLENN C HARDIN INT,M,N,N,DALLAS,674,13.3,82.6,28.3,10.2,Met Standard,
'057907,DUNCANVILLE ISD,'057907110,GRACE R BRANDENBURG INT,M,N,N,DALLAS,542,13.8,78.6,13.1,10.7,Met Standard,
'057907,DUNCANVILLE ISD,'057907111,CJ & ANNE HYMAN EL,E,N,N,DALLAS,488,17.5,66.6,23.2,12.7,Met Standard,
'057907,DUNCANVILLE ISD,'057907112,JAMES R BILHARTZ JR EL,E,N,N,DALLAS,586,17.6,82.6,38.2,15.2,Met Standard,
'057909,GARLAND ISD,'057909002,GARLAND H S,S,N,N,DALLAS,2494,10.5,58.4,13.8,7.9,Met Standard,
'057909,GARLAND ISD,'057909003,S GARLAND H S,S,N,N,DALLAS,2167,16.6,74.9,20.6,9.7,Met Standard,
'057909,GARLAND ISD,'057909004,N GARLAND H S,S,N,N,DALLAS,2683,10.2,61.3,12.4,6.5,Met Standard,
'057909,GARLAND ISD,'057909005,LAKEVIEW CENTENNIAL H S,S,N,N,DALLAS,2288,12.4,57.6,5.2,6.7,Met Standard,
'057909,GARLAND ISD,'057909006,MEMORIAL PATHWAY ACADEMY H S,B,Y,N,DALLAS,283,75.3,58.7,49.5,3.5,Improvement Required,1
'057909,GARLAND ISD,'057909007,P A S S LEARNING CTR,S,N,N,DALLAS,9,100,44.4,22.2,11.1,Not Rated,
'057909,GARLAND ISD,'057909008,NAAMAN FOREST H S,S,N,N,DALLAS,2149,14.4,57.7,10.4,7.2,Met Standard,
'057909,GARLAND ISD,'057909009,ROWLETT H S,S,N,N,DALLAS,2577,11.1,41.1,4.9,7.8,Met Standard,
'057909,GARLAND ISD,'057909010,SACHSE H S,S,N,N,DALLAS,2765,10,35.4,5.5,7.4,Met Standard,
'057909,GARLAND ISD,'057909041,AUSTIN ACAD FOR EXCELL,M,N,N,DALLAS,947,2.7,46.7,11.5,5.5,Met Standard,
'057909,GARLAND ISD,'057909042,BUSSEY MIDDLE,M,N,N,DALLAS,941,13.4,80,43.5,11.3,Met Standard,
'057909,GARLAND ISD,'057909043,SAM HOUSTON MIDDLE,M,N,N,DALLAS,1004,14,79.3,47.1,10.6,Met Standard,
'057909,GARLAND ISD,'057909045,JACKSON TECHNOLOGY CENTER,M,N,N,DALLAS,1326,6.5,60,25.2,4.5,Met Standard,
'057909,GARLAND ISD,'057909046,O'BANION MIDDLE,M,N,N,DALLAS,1109,13.7,79.2,36,8.7,Met Standard,
'057909,GARLAND ISD,'057909047,CLASSICAL CENTER AT BRANDENBURG MI,M,N,N,DALLAS,1110,6,56.7,10.1,5.3,Met Standard,
'057909,GARLAND ISD,'057909048,SELLERS MIDDLE,M,N,N,DALLAS,835,16.1,75.8,37.2,10.7,Met Standard,
'057909,GARLAND ISD,'057909049,WEBB MIDDLE,M,N,N,DALLAS,1137,13,66.1,20.9,10.6,Met Standard,
'057909,GARLAND ISD,'057909050,COYLE MIDDLE,M,N,N,DALLAS,1032,12.5,56.9,15.1,8.7,Met Standard,
'057909,GARLAND ISD,'057909051,LYLES MIDDLE,M,N,N,DALLAS,863,22.4,77.3,19.6,8.9,Met Standard,
'057909,GARLAND ISD,'057909052,B G HUDSON MIDDLE,M,N,N,DALLAS,1231,9.6,41.3,12.2,9.4,Met Standard,
'057909,GARLAND ISD,'057909053,GARLAND AEC,B,N,N,DALLAS,69,100,63.8,18.8,13,Not Rated,
'057909,GARLAND ISD,'057909054,VERNON SCHRADE MIDDLE,M,N,N,DALLAS,1034,10.9,45.2,9.8,9.6,Met Standard,
'057909,GARLAND ISD,'057909101,BEAVER TECHNOLOGY CENTER,E,N,N,DALLAS,571,4.4,53.1,35.2,8.4,Met Standard,
'057909,GARLAND ISD,'057909102,BULLOCK EL,E,N,N,DALLAS,614,13.2,76.5,70.8,7.7,Met Standard,
'057909,GARLAND ISD,'057909103,CALDWELL EL,E,N,N,DALLAS,477,14.6,87.8,63.5,9.9,Met Standard,
'057909,GARLAND ISD,'057909105,CENTERVILLE EL,E,N,N,DALLAS,302,15.9,86.4,59.3,16.2,Met Standard,
'057909,GARLAND ISD,'057909107,COOPER EL,E,N,N,DALLAS,579,19.4,75.8,54.6,9.8,Met Standard,
'057909,GARLAND ISD,'057909108,DAUGHERTY EL,E,N,N,DALLAS,779,9.9,80,75.2,9,Met Standard,
'057909,GARLAND ISD,'057909109,FREEMAN EL,E,N,N,DALLAS,305,18.3,80.7,52.8,16.7,Met Standard,
'057909,GARLAND ISD,'057909110,HANDLEY EL,E,N,N,DALLAS,477,22.4,77.4,44.4,8,Met Standard,
'057909,GARLAND ISD,'057909111,KIMBERLIN ACAD FOR EXCEL,E,N,N,DALLAS,483,4.1,30.2,15.7,5.4,Met Standard,
'057909,GARLAND ISD,'057909112,PARK CREST EL,E,N,N,DALLAS,349,9.5,77.9,61.6,6,Met Standard,
'057909,GARLAND ISD,'057909113,SOUTHGATE EL,E,N,N,DALLAS,486,25.8,67.1,50.8,10.3,Met Standard,
'057909,GARLAND ISD,'057909115,WATSON TECHNOLOGY CENTER,E,N,N,DALLAS,582,3.1,52.4,35.1,5.7,Met Standard,
'057909,GARLAND ISD,'057909116,WEAVER EL,E,N,N,DALLAS,581,23.7,76.2,43.2,11.5,Met Standard,
'057909,GARLAND ISD,'057909117,WILLIAMS EL,E,N,N,DALLAS,300,17.2,77.7,54.7,8.7,Met Standard,
'057909,GARLAND ISD,'057909119,BRADFIELD EL,E,N,N,DALLAS,496,11.4,76.2,76.8,6.7,Met Standard,
'057909,GARLAND ISD,'057909120,SHOREHAVEN EL,E,N,N,DALLAS,403,15.1,76.4,60,10.2,Met Standard,
'057909,GARLAND ISD,'057909121,MONTCLAIR EL,E,N,N,DALLAS,550,16.1,77.8,52.2,8.7,Met Standard,
'057909,GARLAND ISD,'057909122,WALNUT GLEN ACAD FOR EXCEL,E,N,N,DALLAS,418,3.9,53.1,33.3,7.4,Met Standard,
'057909,GARLAND ISD,'057909123,GOLDEN MEADOWS EL,E,N,N,DALLAS,561,20,78.6,68.3,8.9,Met Standard,
'057909,GARLAND ISD,'057909124,HEATHER GLEN EL,E,N,N,DALLAS,504,19.9,76.2,49.8,6,Improvement Required,1
'057909,GARLAND ISD,'057909125,HILLSIDE ACAD FOR EXCEL,E,N,N,DALLAS,422,1.7,51.2,29.4,6.6,Met Standard,
'057909,GARLAND ISD,'057909126,DAVIS EL,E,N,N,DALLAS,587,12.8,79.2,64.2,7,Met Standard,
'057909,GARLAND ISD,'057909127,ROACH EL,E,N,N,DALLAS,463,12.2,69.3,58.7,6.3,Met Standard,
'057909,GARLAND ISD,'057909128,ETHRIDGE EL,E,N,N,DALLAS,748,13.4,64.6,57.4,6.7,Met Standard,
'057909,GARLAND ISD,'057909129,CLASSICAL CENTER AT VIAL EL,E,N,N,DALLAS,550,5.3,52.5,27.8,4.7,Met Standard,
'057909,GARLAND ISD,'057909132,CLUB HILL EL,E,N,N,DALLAS,528,21.9,75.8,36,9.3,Met Standard,
'057909,GARLAND ISD,'057909133,HICKMAN EL,E,N,N,DALLAS,497,16.9,75.7,48.5,11.5,Met Standard,
'057909,GARLAND ISD,'057909134,NORTHLAKE EL,E,N,N,DALLAS,570,13.7,79.1,49.6,8.2,Met Standard,
'057909,GARLAND ISD,'057909135,PATHFINDER ACHIEVEMENT CENTER,B,N,N,DALLAS,55,62.7,83.6,9.1,100,Not Rated,
'057909,GARLAND ISD,'057909136,TOLER EL,E,N,N,DALLAS,608,17.3,67.4,27.3,6.9,Met Standard,
'057909,GARLAND ISD,'057909137,ROWLETT EL,E,N,N,DALLAS,547,8.3,54.1,30.9,8.2,Met Standard,
'057909,GARLAND ISD,'057909138,SPRING CREEK EL,E,N,N,DALLAS,611,11.3,63.7,46,7.4,Met Standard,
'057909,GARLAND ISD,'057909139,LUNA EL,E,N,N,DALLAS,304,15.3,28.6,12.8,7.6,Met Standard,
'057909,GARLAND ISD,'057909140,BACK EL,E,N,N,DALLAS,447,15.3,66,42.3,8.9,Met Standard,
'057909,GARLAND ISD,'057909141,SHUGART EL,E,N,N,DALLAS,578,20.2,71.8,31.3,9.3,Met Standard,
'057909,GARLAND ISD,'057909142,HERFURTH EL,E,N,N,DALLAS,374,16.6,44.4,21.4,6.4,Met Standard,
'057909,GARLAND ISD,'057909143,ABBETT EL,E,N,N,DALLAS,742,11.9,43.5,25.9,7,Met Standard,
'057909,GARLAND ISD,'057909144,KEELEY EL,E,N,N,DALLAS,661,9.2,23.4,9.2,7.7,Met Standard,
'057909,GARLAND ISD,'057909145,ROBERT B SEWELL EL,E,N,N,DALLAS,610,16.8,41.6,17,9.7,Met Standard,
'057909,GARLAND ISD,'057909146,KATHERINE STEPHENS EL,E,N,N,DALLAS,654,21.6,64.5,29.1,8.3,Met Standard,
'057909,GARLAND ISD,'057909147,VERNAL LISTER EL,E,N,N,DALLAS,468,12.6,64.7,47.2,7.5,Met Standard,
'057909,GARLAND ISD,'057909148,NORMA DORSEY EL,E,N,N,DALLAS,629,5.7,44.4,26.9,6.5,Met Standard,
'057909,GARLAND ISD,'057909154,STEADHAM EL,E,N,N,DALLAS,519,13.9,49.7,22.7,10.4,Met Standard,
'057909,GARLAND ISD,'057909155,JOHN W ARMSTRONG EL,E,N,N,DALLAS,834,7.4,32,26.5,9.2,Met Standard,
'057909,GARLAND ISD,'057909156,NITA PEARSON EL,E,N,N,DALLAS,676,15.6,58.6,28.6,8.9,Met Standard,
'057909,GARLAND ISD,'057909157,GLEN COUCH EL,E,N,N,DALLAS,620,23.9,63.7,24,12.1,Met Standard,
'057909,GARLAND ISD,'057909158,LIBERTY GROVE EL,E,N,N,DALLAS,496,9.6,48,26.6,15.7,Met Standard,
'057909,GARLAND ISD,'057909159,GEORGE WASHINGTON CARVER EL,E,N,N,DALLAS,728,11,73.8,50.4,10.9,Met Standard,
'057909,GARLAND ISD,'057909180,CISNEROS PRE-K CTR,E,N,N,DALLAS,555,,78.6,76.9,5.8,Met Standard,
'057909,GARLAND ISD,'057909181,PARSONS PRE-K CTR,E,N,N,DALLAS,520,,74,68.8,8.7,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910001,GRAND PRAIRIE FINE ARTS ACADEMY,B,N,N,DALLAS,832,2.1,40.7,7.3,0.2,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910002,GRAND PRAIRIE H S,S,N,N,DALLAS,2806,21.2,77.7,35.5,10.2,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910003,SOUTH GRAND PRAIRIE H S,S,N,N,DALLAS,3381,13.5,58,13.8,9.8,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910004,LYNDON B JOHNSON DAEP,B,N,N,DALLAS,73,100,72.6,21.9,8.2,Not Rated,
'057910,GRAND PRAIRIE ISD,'057910007,P A S S LEARNING CTR,S,N,N,DALLAS,5,100,100,20,0,Not Rated,
'057910,GRAND PRAIRIE ISD,'057910009,CROSSWINDS H S,S,Y,N,DALLAS,393,78,65.9,31.6,8.1,Met Alternative Standard,
'057910,GRAND PRAIRIE ISD,'057910010,JOHN A DUBISKI CAREER H S,S,N,N,DALLAS,1735,4.3,68.1,25.5,4.6,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910011,GRAND PRAIRIE COLLEGIATE INSTITUTE,B,N,N,DALLAS,290,7.2,57.9,15.2,1,Met Standard,
